questions,law_title,document
Ai có quyền tổ chức cấp học bổng cho người học?,Luật Giáo Dục,877409b5
"Học sinh, sinh viên có được miễn giá vé dịch vụ công cộng không?",Luật Giáo Dục,c5813216
"Những ai được hưởng chế độ miễn, giảm giá vé này?",Luật Giáo Dục,c5813216
Các dịch vụ công cộng nào áp dụng chế độ miễn giảm giá vé?,Luật Giáo Dục,c5813216
"Ai quy định về miễn, giảm giá vé cho học sinh, sinh viên?",Luật Giáo Dục,c5813216
"Có địa điểm nào đặc biệt được miễn, giảm giá vé cho học sinh, sinh viên không?",Luật Giáo Dục,c5813216
Chế độ cử tuyển áp dụng cho đối tượng nào theo Luật Giáo Dục?,Luật Giáo Dục,f1594d18
Ủy ban nhân dân cấp tỉnh có trách nhiệm gì trong việc cử người đi học theo chế độ cử tuyển?,Luật Giáo Dục,f1594d18
Người học theo chế độ cử tuyển cần thực hiện nghĩa vụ gì sau khi tốt nghiệp?,Luật Giáo Dục,f1594d18
Chính phủ sẽ quy định những nội dung gì liên quan đến chế độ cử tuyển?,Luật Giáo Dục,f1594d18
Cơ sở giáo dục có trách nhiệm gì đối với người học theo chế độ cử tuyển?,Luật Giáo Dục,f1594d18
Nhà trường có những trách nhiệm gì trong việc phối hợp với gia đình và xã hội?,Luật Giáo Dục,ef32f242
Nhà trường phải thực hiện những kế hoạch nào liên quan đến giáo dục?,Luật Giáo Dục,ef32f242
Có những quy tắc ứng xử nào mà nhà trường cần tuân thủ?,Luật Giáo Dục,ef32f242
Nhà trường có trách nhiệm như thế nào trong việc thông báo kết quả học tập?,Luật Giáo Dục,ef32f242
Cơ sở giáo dục khác có thể áp dụng những quy định nào từ Luật Giáo Dục?,Luật Giáo Dục,ef32f242
Gia đình có trách nhiệm gì trong việc giáo dục con cái theo Luật Giáo Dục?,Luật Giáo Dục,7b040ad2
Cha mẹ cần làm gì để hỗ trợ việc học tập của con trẻ?,Luật Giáo Dục,7b040ad2
Trách nhiệm của người giám hộ trong giáo dục có những gì?,Luật Giáo Dục,7b040ad2
Luật Giáo Dục yêu cầu gia đình phải tạo điều kiện gì cho sự phát triển của con em?,Luật Giáo Dục,7b040ad2
Những hành động nào của gia đình có thể bị xem là vi phạm quyền của nhà giáo?,Luật Giáo Dục,7b040ad2
Cha mẹ hoặc người giám hộ cần làm gì để theo dõi kết quả học tập của con mình?,Luật Giáo Dục,7189fc9c
Những hoạt động giáo dục nào mà cha mẹ có thể tham gia theo kế hoạch của nhà trường?,Luật Giáo Dục,7189fc9c
Cha mẹ có thể phối hợp với ai để giải quyết các vấn đề giáo dục liên quan đến con em mình?,Luật Giáo Dục,7189fc9c
Có những trách nhiệm gì đối với hoạt động của ban đại diện cha mẹ học sinh?,Luật Giáo Dục,7189fc9c
Tại sao việc tham gia hoạt động giáo dục là quan trọng đối với cha mẹ hoặc người giám hộ?,Luật Giáo Dục,7189fc9c
"Ban đại diện cha mẹ học sinh, trẻ mầm non được tổ chức như thế nào trong năm học?",Luật Giáo Dục,1731904d
"Ai có quyền cử ra thành viên vào ban đại diện cha mẹ học sinh, trẻ mầm non?",Luật Giáo Dục,1731904d
"Ban đại diện cha mẹ học sinh, trẻ mầm non có chức năng gì đối với nhà trường?",Luật Giáo Dục,1731904d
"Tại sao không tổ chức ban đại diện cha mẹ học sinh, trẻ mầm non liên trường?",Luật Giáo Dục,1731904d
"Ban đại diện cha mẹ học sinh, trẻ mầm non hoạt động theo quy định của ai?",Luật Giáo Dục,1731904d
Ai có trách nhiệm hỗ trợ nhà trường trong các hoạt động giáo dục và nghiên cứu khoa học?,Luật Giáo Dục,74717f24
Mặt trận Tổ quốc Việt Nam có nhiệm vụ gì trong việc chăm lo cho sự nghiệp giáo dục?,Luật Giáo Dục,74717f24
Đoàn Thanh niên Cộng sản Hồ Chí Minh có vai trò gì trong giáo dục thanh niên và thiếu niên?,Luật Giáo Dục,74717f24
"Cơ quan, tổ chức, cá nhân nào cần tạo điều kiện cho công dân thực hiện nghĩa vụ học tập?",Luật Giáo Dục,74717f24
Những nguồn lực nào có thể được hỗ trợ để phát triển sự nghiệp giáo dục?,Luật Giáo Dục,74717f24
Luật Giáo Dục quy định các nguồn tài chính đầu tư cho giáo dục là gì?,Luật Giáo Dục,d5d9a61c
Ngân sách nhà nước có phải là một trong những nguồn tài chính cho giáo dục không?,Luật Giáo Dục,d5d9a61c
"Ngoài ngân sách nhà nước, còn có những nguồn vốn nào được phép đầu tư vào giáo dục?",Luật Giáo Dục,d5d9a61c
Có các hình thức tài trợ nào cho giáo dục theo luật không?,Luật Giáo Dục,d5d9a61c
Nguồn thu từ dịch vụ giáo dục có được tính là nguồn tài chính đầu tư không?,Luật Giáo Dục,d5d9a61c
Ngân sách nhà nước chi cho giáo dục tối thiếu là bao nhiêu phần trăm tổng chi ngân sách?,Luật Giáo Dục,1b6bc7fc
Ngân sách giáo dục được phân bổ theo nguyên tắc nào?,Luật Giáo Dục,1b6bc7fc
Có những đối tượng nào được ưu tiên trong phân bổ ngân sách giáo dục?,Luật Giáo Dục,1b6bc7fc
Cơ quan nào có trách nhiệm quản lý ngân sách giáo dục?,Luật Giáo Dục,1b6bc7fc
Nhà nước có trách nhiệm gì trong việc thực hiện phổ cập giáo dục?,Luật Giáo Dục,1b6bc7fc
Ai có trách nhiệm quy hoạch xây dựng trường học theo Luật Giáo Dục?,Luật Giáo Dục,22fc78eb
"Luật Giáo Dục có quy định gì về đầu tư cho học sinh, sinh viên?",Luật Giáo Dục,22fc78eb
Ưu tiên nào được nêu bật trong việc xây dựng trường học theo Luật Giáo Dục?,Luật Giáo Dục,22fc78eb
Cơ quan nào tham gia kế hoạch phát triển kinh tế - xã hội liên quan đến giáo dục?,Luật Giáo Dục,22fc78eb
Luật Giáo Dục đề cập đến các công trình nào phục vụ giáo dục?,Luật Giáo Dục,22fc78eb
Nhà nước có khuyến khích đầu tư vào giáo dục không?,Luật Giáo Dục,1c159414
Các khoản đóng góp cho giáo dục có được trừ khi xác định thu nhập chịu thuế không?,Luật Giáo Dục,1c159414
Tổ chức nào được xem xét ghi nhận khi đầu tư cho giáo dục?,Luật Giáo Dục,1c159414
Cá nhân có thể đóng góp gì cho sự nghiệp giáo dục?,Luật Giáo Dục,1c159414
Các hình thức đóng góp nào được công nhận trong đầu tư cho giáo dục?,Luật Giáo Dục,1c159414
Học phí là gì và ai phải nộp?,Luật Giáo Dục,f0783725
Chi phí dịch vụ giáo dục bao gồm những gì?,Luật Giáo Dục,f0783725
Học sinh tiểu học ở cơ sở giáo dục công lập có phải nộp học phí không?,Luật Giáo Dục,f0783725
Trẻ em mầm non ở vùng khó khăn có được miễn học phí không?,Luật Giáo Dục,f0783725
Cơ chế quản lý học phí tại các cơ sở giáo dục được quy định như thế nào?,Luật Giáo Dục,f0783725
Luật Giáo Dục quy định về ưu đãi thuế cho những hoạt động nào?,Luật Giáo Dục,149f303c
Ai là đối tượng được hưởng ưu đãi thuế theo Luật Giáo Dục?,Luật Giáo Dục,149f303c
Việc xuất bản sách giáo khoa có được ưu đãi thuế không?,Luật Giáo Dục,149f303c
Có ưu đãi thuế cho thiết bị dạy học nhập khẩu không?,Luật Giáo Dục,149f303c
Nhà nước ưu đãi thuế cho những loại tài liệu nào trong giáo dục?,Luật Giáo Dục,149f303c
Cơ sở giáo dục công lập phải tuân thủ những quy định gì về tài chính?,Luật Giáo Dục,9e8e0d12
Chế độ tài chính của cơ sở giáo dục dân lập và tư thục có điểm gì khác biệt?,Luật Giáo Dục,9e8e0d12
Cơ sở giáo dục được phép sử dụng khoản thu vào những hoạt động nào?,Luật Giáo Dục,9e8e0d12
Cơ sở nào bắt buộc phải công khai chi phí dịch vụ giáo dục và khi nào?,Luật Giáo Dục,9e8e0d12
Cơ sở giáo dục tư thục phải thực hiện các nghĩa vụ gì đối với ngân sách nhà nước?,Luật Giáo Dục,9e8e0d12
Tài sản của trường dân lập thuộc ai và được bảo hộ như thế nào theo luật?,Luật Giáo Dục,c370b7ff
Tài sản của trường tư thục được xác định như thế nào và thuộc sở hữu của ai?,Luật Giáo Dục,c370b7ff
Quy trình chuyển nhượng vốn đối với trường dân lập và tư thục được quy định ra sao?,Luật Giáo Dục,c370b7ff
Có quy định gì về sự ổn định và phát triển của trường trong quá trình chuyển nhượng vốn?,Luật Giáo Dục,c370b7ff
Ai là người có quyền thực hiện chuyển phần tài sản góp vốn cho trường tư thục?,Luật Giáo Dục,c370b7ff
Luật Giáo Dục quy định những nội dung nào liên quan đến quản lý nhà nước về giáo dục?,Luật Giáo Dục,782d041c
Cục quản lý giáo dục có trách nhiệm gì trong việc phát triển giáo dục?,Luật Giáo Dục,782d041c
Có những điều kiện nào để tuyển dụng giáo viên theo luật giáo dục?,Luật Giáo Dục,782d041c
Luật quy định về việc đánh giá chất lượng giáo dục như thế nào?,Luật Giáo Dục,782d041c
Các văn bản nào cần được ban hành và tổ chức thực hiện trong lĩnh vực giáo dục theo luật?,Luật Giáo Dục,782d041c
Chính phủ có vai trò gì trong quản lý giáo dục?,Luật Giáo Dục,ad36042b
Ai là cơ quan chịu trách nhiệm chính về giáo dục mầm non và phổ thông?,Luật Giáo Dục,ad36042b
Bộ Lao động - Thương binh và Xã hội quản lý loại hình giáo dục nào?,Luật Giáo Dục,ad36042b
Ủy ban nhân dân các cấp có nhiệm vụ gì trong giáo dục?,Luật Giáo Dục,ad36042b
Bộ và cơ quan ngang Bộ có trách nhiệm phối hợp với ai trong quản lý giáo dục?,Luật Giáo Dục,ad36042b
Nguyên tắc hợp tác quốc tế trong giáo dục là gì?,Luật Giáo Dục,7955bc0d
Luật Giáo Dục quy định về tôn trọng chủ quyền thế nào?,Luật Giáo Dục,7955bc0d
Lợi ích nào được đảm bảo trong hợp tác quốc tế về giáo dục?,Luật Giáo Dục,7955bc0d
Nhà nước có trách nhiệm gì trong hợp tác giáo dục quốc tế?,Luật Giáo Dục,7955bc0d
Hợp tác giáo dục quốc tế cần tuân theo nguyên tắc nào?,Luật Giáo Dục,7955bc0d
Nhà nước khuyến khích hợp tác giáo dục với nước ngoài như thế nào?,Luật Giáo Dục,4167b5f6
Các điều kiện nào để công dân Việt Nam ra nước ngoài giảng dạy và học tập?,Luật Giáo Dục,4167b5f6
Ngân sách dành cho việc đi học tập ở nước ngoài được quy định ra sao?,Luật Giáo Dục,4167b5f6
Cơ sở giáo dục Việt Nam có thể hợp tác với ai ở nước ngoài?,Luật Giáo Dục,4167b5f6
Có quy định nào cho việc công dân ra nước ngoài trao đổi học thuật không?,Luật Giáo Dục,4167b5f6
Ai là những tổ chức hoặc cá nhân nước ngoài được khuyến khích đầu tư vào giáo dục tại Việt Nam?,Luật Giáo Dục,6e20e083
Hợp tác giáo dục với Việt Nam cần tuân thủ những yêu cầu gì về nhân cách và phẩm chất của người học?,Luật Giáo Dục,6e20e083
Có những hình thức hợp tác nào giữa nước ngoài và Việt Nam trong lĩnh vực giáo dục?,Luật Giáo Dục,6e20e083
"Các quyền lợi của tổ chức, cá nhân nước ngoài khi đầu tư vào giáo dục Việt Nam được bảo vệ như thế nào?",Luật Giáo Dục,6e20e083
Ai có trách nhiệm quy định chi tiết về hợp tác và đầu tư giáo dục tại Việt Nam?,Luật Giáo Dục,6e20e083
Văn bằng nước ngoài nào được công nhận tại Việt Nam?,Luật Giáo Dục,064cf4f2
Ai là người ký thỏa thuận công nhận văn bằng quốc tế?,Luật Giáo Dục,064cf4f2
Điều kiện nào cần thiết để công nhận văn bằng do cơ sở giáo dục nước ngoài cấp?,Luật Giáo Dục,064cf4f2
Thủ tục nào để công nhận văn bằng giáo dục nghề nghiệp nước ngoài?,Luật Giáo Dục,064cf4f2
Cơ quan nào có thẩm quyền xác nhận văn bằng nước ngoài tại Việt Nam?,Luật Giáo Dục,064cf4f2
Mục tiêu chính của việc kiểm định chất lượng giáo dục là gì?,Luật Giáo Dục,85509483
Những nguyên tắc nào cần tuân thủ trong kiểm định chất lượng giáo dục?,Luật Giáo Dục,85509483
Đối tượng nào sẽ được kiểm định chất lượng giáo dục?,Luật Giáo Dục,85509483
Tại sao việc kiểm định chất lượng giáo dục lại quan trọng cho người học?,Luật Giáo Dục,85509483
Kiểm định chất lượng giáo dục có bắt buộc không?,Luật Giáo Dục,85509483
Luật Giáo dục quy định những nội dung gì liên quan đến kiểm định chất lượng giáo dục?,Luật Giáo Dục,0b726985
Có những tiêu chuẩn nào được ban hành để đánh giá chất lượng giáo dục?,Luật Giáo Dục,0b726985
Quy trình và chu kỳ kiểm định chất lượng giáo dục được quy định như thế nào ở từng cấp học?,Luật Giáo Dục,0b726985
Ai là tổ chức hoặc cá nhân có quyền thực hiện kiểm định chất lượng giáo dục?,Luật Giáo Dục,0b726985
Có hình thức nào để kiểm tra và đánh giá việc thực hiện quy định về kiểm định chất lượng giáo dục không?,Luật Giáo Dục,0b726985
Luật Giáo dục có những nội dung sửa đổi nào về điều kiện học tập?,Luật Giáo Dục,3820aeb9
Thời gian đào tạo trình độ cao đẳng tối thiểu là bao nhiêu?,Luật Giáo Dục,3820aeb9
Có những loại bằng cấp nào được đăng ký học cùng chuyên ngành?,Luật Giáo Dục,3820aeb9
Điều kiện nào để người có bằng tốt nghiệp trung cấp loại khá có thể đăng ký học?,Luật Giáo Dục,3820aeb9
Luật có quy định gì về thời gian học theo phương thức tích lũy mô-đun hoặc tín chỉ?,Luật Giáo Dục,3820aeb9
Luật Giáo dục có hiệu lực thi hành từ khi nào?,Luật Giáo Dục,c9825b69
"Luật nào đã được sửa đổi, bổ sung và hết hiệu lực theo Luật Giáo dục này?",Luật Giáo Dục,c9825b69
Có những thay đổi nào đối với Luật Giáo dục trước khi Luật mới có hiệu lực?,Luật Giáo Dục,c9825b69
Ngày nào Luật Giáo dục chính thức bắt đầu áp dụng?,Luật Giáo Dục,c9825b69
Điều nào trong Luật này có quy định về hiệu lực của các luật trước đó?,Luật Giáo Dục,c9825b69
Quy định nào áp dụng cho học sinh sư phạm tuyển sinh trước khi Luật Giáo dục mới có hiệu lực?,Luật Giáo Dục,dd7645ea
Có điều khoản nào trong Luật Giáo dục số 38/2005/QH11 được giữ nguyên cho sinh viên sư phạm không?,Luật Giáo Dục,dd7645ea
Luật Giáo dục mới có hiệu lực khi nào và ai đã thông qua luật này?,Luật Giáo Dục,dd7645ea
Những sửa đổi nào đã được thực hiện trên Luật Giáo dục số 38/2005/QH11?,Luật Giáo Dục,dd7645ea
"Học sinh, sinh viên sư phạm có phải tuân theo luật mới không nếu họ đã tuyển sinh trước thời điểm luật có hiệu lực?",Luật Giáo Dục,dd7645ea
Luật Hôn Nhân Và Gia Đình quy định những vấn đề nào liên quan đến hôn nhân?,Luật Hôn Nhân Và Gia Đình,424554a8
Luật này có tác động gì đến mối quan hệ giữa các thành viên trong gia đình?,Luật Hôn Nhân Và Gia Đình,424554a8
Trách nhiệm của Nhà nước trong việc củng cố chế độ hôn nhân và gia đình được quy định ra sao?,Luật Hôn Nhân Và Gia Đình,424554a8
Ai là bên chịu trách nhiệm trong việc chăm sóc các thành viên gia đình theo luật?,Luật Hôn Nhân Và Gia Đình,424554a8
Luật này có ít nhất những chuẩn mực nào về ứng xử giữa các thành viên gia đình?,Luật Hôn Nhân Và Gia Đình,424554a8
Hôn nhân ở Việt Nam có những nguyên tắc cơ bản nào?,Luật Hôn Nhân Và Gia Đình,58a5d816
Ai có quyền tham gia hôn nhân theo luật Hôn Nhân Và Gia Đình?,Luật Hôn Nhân Và Gia Đình,58a5d816
Nhà nước có trách nhiệm gì trong việc bảo vệ quyền lợi của trẻ em và người cao tuổi trong gia đình?,Luật Hôn Nhân Và Gia Đình,58a5d816
Các thành viên trong gia đình phải có nghĩa vụ gì đối với nhau?,Luật Hôn Nhân Và Gia Đình,58a5d816
Luật Hôn Nhân Và Gia Đình có quy định về việc tôn trọng và phát huy truyền thống văn hóa nào không?,Luật Hôn Nhân Và Gia Đình,58a5d816
Hôn nhân được định nghĩa như thế nào trong Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,69aad55b
Gia đình theo quy định của Luật này bao gồm những thành viên nào?,Luật Hôn Nhân Và Gia Đình,69aad55b
Kết hôn trái pháp luật là gì và có những điều kiện nào?,Luật Hôn Nhân Và Gia Đình,69aad55b
Thế nào là chế độ hôn nhân và gia đình theo Luật Việt Nam?,Luật Hôn Nhân Và Gia Đình,69aad55b
Cấp dưỡng được hiểu như thế nào trong bối cảnh của Luật này?,Luật Hôn Nhân Và Gia Đình,69aad55b
Nhà nước có những chính sách gì để bảo vệ hôn nhân và gia đình?,Luật Hôn Nhân Và Gia Đình,673a834b
Ai là cơ quan quản lý nhà nước về hôn nhân và gia đình theo luật?,Luật Hôn Nhân Và Gia Đình,673a834b
Các bộ phận nào có trách nhiệm giáo dục và vận động về hôn nhân và gia đình?,Luật Hôn Nhân Và Gia Đình,673a834b
Chính phủ quản lý hôn nhân và gia đình như thế nào?,Luật Hôn Nhân Và Gia Đình,673a834b
Vai trò của nhà trường trong việc giáo dục về hôn nhân và gia đình là gì?,Luật Hôn Nhân Và Gia Đình,673a834b
Luật này quy định như thế nào về việc bảo vệ mối quan hệ hôn nhân và gia đình?,Luật Hôn Nhân Và Gia Đình,816ea9c1
Những hành vi nào bị cấm theo Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,816ea9c1
Ai có quyền yêu cầu xử lý các hành vi vi phạm hôn nhân và gia đình?,Luật Hôn Nhân Và Gia Đình,816ea9c1
Luật quy định gì về danh dự và nhân phẩm trong các vụ việc hôn nhân?,Luật Hôn Nhân Và Gia Đình,816ea9c1
Các biện pháp xử lý các hành vi vi phạm pháp luật về hôn nhân và gia đình là gì?,Luật Hôn Nhân Và Gia Đình,816ea9c1
Luật Hôn Nhân và Gia Đình quy định những gì liên quan đến quan hệ hôn nhân?,Luật Hôn Nhân Và Gia Đình,68ce4227
Có những luật nào khác được áp dụng trong Luật Hôn Nhân và Gia Đình không?,Luật Hôn Nhân Và Gia Đình,68ce4227
Khi nào thì áp dụng Bộ luật dân sự trong vấn đề hôn nhân?,Luật Hôn Nhân Và Gia Đình,68ce4227
Luật nào sẽ được coi là ưu tiên trong các vấn đề gia đình?,Luật Hôn Nhân Và Gia Đình,68ce4227
"Đối với quan hệ hôn nhân không được quy định trong Luật, chúng ta áp dụng luật nào?",Luật Hôn Nhân Và Gia Đình,68ce4227
Ai là đối tượng đủ tuổi để kết hôn theo Luật Hôn Nhân Và Gia Đình?,Luật Hôn Nhân Và Gia Đình,92e757ec
Có những điều kiện gì để hai người kết hôn hợp pháp?,Luật Hôn Nhân Và Gia Đình,92e757ec
Nhà nước có công nhận hôn nhân giữa những người cùng giới tính không?,Luật Hôn Nhân Và Gia Đình,92e757ec
Hôn nhân có được xem là hợp pháp nếu một trong hai bên bị mất năng lực hành vi dân sự không?,Luật Hôn Nhân Và Gia Đình,92e757ec
Có những trường hợp nào bị cấm kết hôn theo quy định của luật này?,Luật Hôn Nhân Và Gia Đình,92e757ec
Việc kết hôn có cần đăng ký không?,Luật Hôn Nhân Và Gia Đình,4aa0d316
Chủ thể nào có thẩm quyền thực hiện việc đăng ký kết hôn?,Luật Hôn Nhân Và Gia Đình,4aa0d316
Hệ quả pháp lý của việc kết hôn không được đăng ký là gì?,Luật Hôn Nhân Và Gia Đình,4aa0d316
Nếu vợ chồng đã ly hôn thì có thể tái kết hôn không?,Luật Hôn Nhân Và Gia Đình,4aa0d316
Quy trình để đăng ký kết hôn là như thế nào?,Luật Hôn Nhân Và Gia Đình,4aa0d316
Ai có quyền yêu cầu hủy việc kết hôn trái pháp luật?,Luật Hôn Nhân Và Gia Đình,6acc6cf8
Người nào có thể tự mình yêu cầu hủy việc kết hôn trái phép?,Luật Hôn Nhân Và Gia Đình,6acc6cf8
Có tổ chức nào có quyền yêu cầu hủy việc kết hôn trái pháp luật không?,Luật Hôn Nhân Và Gia Đình,6acc6cf8
Các trường hợp nào được coi là kết hôn trái pháp luật?,Luật Hôn Nhân Và Gia Đình,6acc6cf8
Thủ tục để yêu cầu hủy kết hôn trái pháp luật là gì?,Luật Hôn Nhân Và Gia Đình,6acc6cf8
Xử lý như thế nào đối với việc kết hôn trái pháp luật?,Luật Hôn Nhân Và Gia Đình,daa1dccc
Tòa án có quyền gì khi xử lý việc kết hôn trái pháp luật?,Luật Hôn Nhân Và Gia Đình,daa1dccc
Khi nào Tòa án công nhận quan hệ hôn nhân giữa các bên?,Luật Hôn Nhân Và Gia Đình,daa1dccc
Quy định nào cho việc gửi quyết định về kết hôn trái pháp luật?,Luật Hôn Nhân Và Gia Đình,daa1dccc
Ai hướng dẫn việc xử lý kết hôn trái pháp luật theo luật này?,Luật Hôn Nhân Và Gia Đình,daa1dccc
Hậu quả pháp lý nào xảy ra khi kết hôn trái pháp luật bị hủy?,Luật Hôn Nhân Và Gia Đình,89e48178
Việc hủy kết hôn trái pháp luật có ảnh hưởng đến quan hệ vợ chồng không?,Luật Hôn Nhân Và Gia Đình,89e48178
"Quyền và nghĩa vụ của cha, mẹ, con được giải quyết ra sao khi hủy kết hôn trái pháp luật?",Luật Hôn Nhân Và Gia Đình,89e48178
Những quy định nào áp dụng cho quan hệ tài sản khi kết hôn trái pháp luật bị hủy?,Luật Hôn Nhân Và Gia Đình,89e48178
Có những điều kiện nào để xác định kết hôn trái pháp luật theo Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,89e48178
Việc đăng ký kết hôn không đúng thẩm quyền được xử lý như thế nào?,Luật Hôn Nhân Và Gia Đình,1510177c
Cơ quan nào có thẩm quyền thu hồi giấy chứng nhận kết hôn?,Luật Hôn Nhân Và Gia Đình,1510177c
Khi nào quan hệ hôn nhân được xác lập?,Luật Hôn Nhân Và Gia Đình,1510177c
Có yêu cầu nào cần thiết để hủy bỏ giấy chứng nhận kết hôn không?,Luật Hôn Nhân Và Gia Đình,1510177c
Các bước nào cần thực hiện để đăng ký kết hôn lại?,Luật Hôn Nhân Và Gia Đình,1510177c
"Hậu quả pháp lý của việc nam, nữ chung sống như vợ chồng mà không đăng ký kết hôn là gì?",Luật Hôn Nhân Và Gia Đình,5d674582
"Nếu nam, nữ không đăng ký kết hôn thì quyền và nghĩa vụ giữa họ ra sao?",Luật Hôn Nhân Và Gia Đình,5d674582
Khi nào quan hệ hôn nhân được xác lập trong trường hợp chung sống không đăng ký?,Luật Hôn Nhân Và Gia Đình,5d674582
"Luật nào quy định về quyền và nghĩa vụ đối với con của nam, nữ chung sống mà không kết hôn?",Luật Hôn Nhân Và Gia Đình,5d674582
Thực hiện đăng ký kết hôn sau thời gian chung sống thì quan hệ hôn nhân được xác lập từ khi nào?,Luật Hôn Nhân Và Gia Đình,5d674582
Quyền và nghĩa vụ của cha mẹ trong trường hợp không đăng ký kết hôn là gì?,Luật Hôn Nhân Và Gia Đình,ddb4c799
Luật nào quy định về quyền và nghĩa vụ của con trong gia đình không hợp pháp?,Luật Hôn Nhân Và Gia Đình,ddb4c799
Nam nữ chung sống như vợ chồng có được quyền gì liên quan đến con cái không?,Luật Hôn Nhân Và Gia Đình,ddb4c799
"Tình huống nào thì quyền, nghĩa vụ cha mẹ và con được áp dụng?",Luật Hôn Nhân Và Gia Đình,ddb4c799
Có sự khác biệt nào giữa quyền lợi của cha mẹ có đăng ký kết hôn và chưa đăng ký không?,Luật Hôn Nhân Và Gia Đình,ddb4c799
Vợ và chồng có quyền gì trong gia đình theo Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,fda06163
Quyền và nghĩa vụ của vợ chồng có sự khác biệt gì không?,Luật Hôn Nhân Và Gia Đình,fda06163
Luật nào quy định về bình đẳng giữa vợ và chồng?,Luật Hôn Nhân Và Gia Đình,fda06163
Có quy định nào về quyền công dân trong đời sống gia đình không?,Luật Hôn Nhân Và Gia Đình,fda06163
"Vợ, chồng có thể thực hiện nghĩa vụ gì theo Hiến pháp và luật liên quan?",Luật Hôn Nhân Và Gia Đình,fda06163
"Quyền và nghĩa vụ của vợ, chồng được quy định ở đâu?",Luật Hôn Nhân Và Gia Đình,64eda91d
"Luật nào bảo vệ quyền nhân thân của vợ, chồng?",Luật Hôn Nhân Và Gia Đình,64eda91d
"Các luật nào liên quan đến quyền và nghĩa vụ của vợ, chồng?",Luật Hôn Nhân Và Gia Đình,64eda91d
"Có luật nào bảo vệ nghĩa vụ nhân thân cho vợ, chồng không?",Luật Hôn Nhân Và Gia Đình,64eda91d
"Quy định nào tôn trọng quyền của vợ, chồng trong hôn nhân?",Luật Hôn Nhân Và Gia Đình,64eda91d
Vợ chồng có những nghĩa vụ gì theo Luật Hôn Nhân và Gia Đình?,Luật Hôn Nhân Và Gia Đình,c97035b8
Có những trường hợp nào vợ chồng được thỏa thuận không sống chung?,Luật Hôn Nhân Và Gia Đình,c97035b8
Luật quy định như thế nào về việc thương yêu giữa vợ chồng?,Luật Hôn Nhân Và Gia Đình,c97035b8
Làm thế nào vợ chồng chia sẻ công việc trong gia đình theo luật?,Luật Hôn Nhân Và Gia Đình,c97035b8
Có những lý do nào được coi là chính đáng để vợ chồng không sống chung?,Luật Hôn Nhân Và Gia Đình,c97035b8
Vợ chồng có thể tự do chọn nơi cư trú không?,Luật Hôn Nhân Và Gia Đình,f345a89e
Có bị ràng buộc bởi phong tục hay tập quán không?,Luật Hôn Nhân Và Gia Đình,f345a89e
Địa giới hành chính có ảnh hưởng đến nơi cư trú không?,Luật Hôn Nhân Và Gia Đình,f345a89e
Thỏa thuận giữa vợ chồng có giá trị pháp lý ra sao?,Luật Hôn Nhân Và Gia Đình,f345a89e
Luật nào quy định việc lựa chọn nơi cư trú của vợ chồng?,Luật Hôn Nhân Và Gia Đình,f345a89e
Vợ chồng có nghĩa vụ gì đối với danh dự của nhau?,Luật Hôn Nhân Và Gia Đình,8246899f
Làm thế nào để bảo vệ nhân phẩm trong hôn nhân?,Luật Hôn Nhân Và Gia Đình,8246899f
Luật nào liên quan đến uy tín của vợ chồng?,Luật Hôn Nhân Và Gia Đình,8246899f
Có quy định gì về việc tôn trọng lẫn nhau trong hôn nhân?,Luật Hôn Nhân Và Gia Đình,8246899f
Vợ chồng phải làm gì để giữ gìn danh dự của nhau?,Luật Hôn Nhân Và Gia Đình,8246899f
Vợ chồng có cần tôn trọng quyền tín ngưỡng của nhau không?,Luật Hôn Nhân Và Gia Đình,c8a7e8e1
Luật nào quy định về quyền tôn trọng tôn giáo trong hôn nhân?,Luật Hôn Nhân Và Gia Đình,c8a7e8e1
"Quyền tự do tôn giáo của vợ, chồng được ghi nhận ở đâu?",Luật Hôn Nhân Và Gia Đình,c8a7e8e1
Có nghĩa vụ nào về quyền tôn giáo giữa vợ và chồng không?,Luật Hôn Nhân Và Gia Đình,c8a7e8e1
"Luật Hôn Nhân và Gia Đình nói gì về quyền tín ngưỡng của vợ, chồng?",Luật Hôn Nhân Và Gia Đình,c8a7e8e1
Vợ chồng có quyền gì trong việc chọn nghề nghiệp không?,Luật Hôn Nhân Và Gia Đình,b0595cb6
Nghĩa vụ của vợ chồng trong việc học tập là gì?,Luật Hôn Nhân Và Gia Đình,b0595cb6
Vợ chồng có thể tham gia các hoạt động chính trị nào?,Luật Hôn Nhân Và Gia Đình,b0595cb6
Quyền tham gia hoạt động kinh tế của vợ chồng được quy định ra sao?,Luật Hôn Nhân Và Gia Đình,b0595cb6
Làm thế nào vợ chồng có thể hỗ trợ nhau trong việc nâng cao trình độ chuyên môn?,Luật Hôn Nhân Và Gia Đình,b0595cb6
Căn cứ nào xác lập đại diện giữa vợ và chồng trong giao dịch?,Luật Hôn Nhân Và Gia Đình,84c685af
