generated_question,generated_answer,doc_id,law_title
Người đi bộ phải đi ở đâu khi đường không có hè phố hoặc lề đường?,"Trường hợp đường không có hè phố, lề đường thì người đi bộ phải đi sát mép đường.",18b2ecf6,Luật Giao Thông Đường Bộ
Liên thông trong giáo dục là gì và người học có phải học lại kiến thức đã tích lũy không?,"Liên thông trong giáo dục là việc sử dụng kết quả học tập đã có để học tiếp ở các cấp học, trình độ khác cùng ngành, nghề đào tạo hoặc khi chuyển sang ngành, nghề đào tạo, hình thức giáo dục và trình độ đào tạo khác phù hợp với yêu cầu nội dung tương ứng. Người học không phải học lại kiến thức và kỹ năng đã tích lũy ở các chương trình giáo dục trước đó.",8152392a,Luật Giáo Dục
"Nếu hai người kết hôn trái pháp luật nhưng sau đó đã đủ điều kiện kết hôn, Tòa án sẽ xử lý như thế nào?","Trong trường hợp tại thời điểm Tòa án giải quyết yêu cầu hủy việc kết hôn trái pháp luật mà cả hai bên kết hôn đã có đủ các điều kiện kết hôn theo quy định tại Điều 8 của Luật Hôn Nhân Và Gia Đình và hai bên yêu cầu công nhận quan hệ hôn nhân, Tòa án sẽ công nhận quan hệ hôn nhân đó. Quan hệ hôn nhân được xác lập từ thời điểm các bên đủ điều kiện kết hôn theo quy định của Luật này.",daa1dccc,Luật Hôn Nhân Và Gia Đình
"Nếu nam và nữ chung sống với nhau như vợ chồng mà không đăng ký kết hôn, họ có quyền và nghĩa vụ giống như vợ chồng hợp pháp không?","Nam, nữ có đủ điều kiện kết hôn theo quy định của Luật Hôn Nhân Và Gia Đình chung sống với nhau như vợ chồng mà không đăng ký kết hôn thì không làm phát sinh quyền, nghĩa vụ giữa vợ và chồng. Quyền, nghĩa vụ đối với con, tài sản, nghĩa vụ và hợp đồng giữa các bên được giải quyết theo quy định tại Điều 15 và Điều 16 của Luật này.",5d674582,Luật Hôn Nhân Và Gia Đình
Tôi muốn nhập tài sản riêng của mình vào tài sản chung với vợ/chồng thì cần làm thế nào?,"Việc nhập tài sản riêng của vợ, chồng vào tài sản chung được thực hiện theo thỏa thuận của vợ chồng. Nếu tài sản đó thuộc loại mà pháp luật quy định giao dịch liên quan phải tuân theo hình thức nhất định, thì thỏa thuận nhập tài sản cũng phải đảm bảo hình thức đó.",146451b7,Luật Hôn Nhân Và Gia Đình
Chương trình giáo dục phổ thông có những yêu cầu gì để đảm bảo chất lượng giáo dục?,"Chương trình giáo dục phổ thông phải bảo đảm các yêu cầu sau: thể hiện mục tiêu giáo dục phổ thông; quy định yêu cầu về phẩm chất và năng lực của học sinh cần đạt được sau mỗi cấp học, nội dung giáo dục bắt buộc đối với tất cả học sinh trong cả nước; quy định phương pháp, hình thức tổ chức hoạt động giáo dục và đánh giá kết quả giáo dục đối với các môn học ở mỗi lớp, mỗi cấp học; thống nhất trong cả nước và được tổ chức thực hiện linh hoạt, phù hợp với điều kiện cụ thể của địa phương và cơ sở giáo dục phổ thông; được lấy ý kiến rộng rãi các tổ chức, cá nhân và thực nghiệm trước khi ban hành; được công bố công khai sau khi ban hành.",7635a3db,Luật Giáo Dục
"Nếu một đứa trẻ được sinh ra trong vòng 300 ngày sau khi cha mẹ ly hôn, đứa trẻ đó có được coi là con chung của vợ chồng không?","Theo Luật Hôn Nhân Và Gia Đình, con được sinh ra trong thời hạn 300 ngày kể từ thời điểm chấm dứt hôn nhân được coi là con do người vợ có thai trong thời kỳ hôn nhân và là con chung của vợ chồng.",88843b74,Luật Hôn Nhân Và Gia Đình
Nhà trường cần đáp ứng những điều kiện gì để được phép hoạt động giáo dục?,"Nhà trường được phép hoạt động giáo dục khi đáp ứng đủ các điều kiện sau: có đất đai, cơ sở vật chất, thiết bị đáp ứng yêu cầu hoạt động giáo dục; có chương trình giáo dục và tài liệu giảng dạy, học tập phù hợp với mỗi cấp học, trình độ đào tạo; có đội ngũ nhà giáo và cán bộ quản lý đạt tiêu chuẩn, đủ về số lượng, đồng bộ về cơ cấu; có đủ nguồn lực tài chính để bảo đảm duy trì và phát triển hoạt động giáo dục; và có quy chế tổ chức và hoạt động của nhà trường.",be76406b,Luật Giáo Dục
Con cái có những quyền gì khi sống chung với cha mẹ theo Luật Hôn Nhân Và Gia Đình?,"Con cái có quyền sống chung với cha mẹ, được cha mẹ trông nom, nuôi dưỡng, chăm sóc. Con đã thành niên có quyền tự do lựa chọn nghề nghiệp, nơi cư trú, học tập, nâng cao trình độ văn hóa, chuyên môn, nghiệp vụ; tham gia hoạt động chính trị, kinh tế, văn hóa, xã hội theo nguyện vọng và khả năng của mình. Khi sống cùng với cha mẹ, con có nghĩa vụ tham gia công việc gia đình, lao động, sản xuất, tạo thu nhập nhằm bảo đảm đời sống chung của gia đình; đóng góp thu nhập vào việc đáp ứng nhu cầu của gia đình phù hợp với khả năng của mình.",646f4add,Luật Hôn Nhân Và Gia Đình
Điều lệ nhà trường bao gồm những nội dung chính nào?,"Điều lệ nhà trường bao gồm các nội dung chính như: nhiệm vụ và quyền hạn của nhà trường, tổ chức hoạt động giáo dục trong nhà trường, nhiệm vụ và quyền của nhà giáo, nhiệm vụ và quyền của người học, tổ chức và quản lý nhà trường, tài chính và tài sản của nhà trường, và quan hệ giữa nhà trường, gia đình và xã hội.",266ff403,Luật Giáo Dục
"Những hình thức hợp tác, đầu tư của nước ngoài về giáo dục tại Việt Nam bao gồm những gì?","Các hình thức hợp tác, đầu tư của nước ngoài về giáo dục tại Việt Nam bao gồm: liên kết giáo dục, đào tạo; thành lập văn phòng đại diện; thành lập phân hiệu; thành lập cơ sở giáo dục; và các hình thức hợp tác, đầu tư khác.",6e20e083,Luật Giáo Dục
"Khi vợ chồng muốn định đoạt tài sản chung như bất động sản hoặc động sản phải đăng ký quyền sở hữu, họ cần làm gì theo quy định của Luật Hôn Nhân Và Gia Đình?","Theo Luật Hôn Nhân Và Gia Đình, việc định đoạt tài sản chung như bất động sản hoặc động sản phải đăng ký quyền sở hữu cần có sự thỏa thuận bằng văn bản của vợ chồng.",6bebc96e,Luật Hôn Nhân Và Gia Đình
Vợ chồng có nghĩa vụ gì trong việc bảo vệ danh dự và nhân phẩm của nhau theo Luật Hôn Nhân và Gia Đình?,"Vợ, chồng có nghĩa vụ tôn trọng, giữ gìn và bảo vệ danh dự, nhân phẩm, uy tín cho nhau.",8246899f,Luật Hôn Nhân Và Gia Đình
Những cơ sở giáo dục nào được phép đào tạo và bồi dưỡng nhà giáo?,"Các cơ sở giáo dục được phép đào tạo và bồi dưỡng nhà giáo bao gồm trường sư phạm, cơ sở giáo dục có khoa sư phạm, và các cơ sở giáo dục được phép đào tạo, bồi dưỡng nhà giáo.",3d81e63a,Luật Giáo Dục
Những loại sản phẩm nào liên quan đến giáo dục được hưởng ưu đãi về thuế theo Luật Giáo Dục?,"Theo Luật Giáo Dục, các sản phẩm được hưởng ưu đãi về thuế bao gồm sách giáo khoa, giáo trình, tài liệu dạy học; thiết bị dạy học, đồ chơi cho trẻ em trong cơ sở giáo dục mầm non; và các sách, báo, tài liệu giảng dạy, học tập, thiết bị dạy học, thiết bị nghiên cứu nhập khẩu dùng trong cơ sở giáo dục.",149f303c,Luật Giáo Dục
Nhà giáo có những nhiệm vụ gì theo Luật Giáo Dục?,"Theo Luật Giáo Dục, nhà giáo có các nhiệm vụ sau: 1. Giảng dạy, giáo dục theo mục tiêu, nguyên lý giáo dục, thực hiện đầy đủ và có chất lượng chương trình giáo dục. 2. Gương mẫu thực hiện nghĩa vụ công dân, điều lệ nhà trường, quy tắc ứng xử của nhà giáo. 3. Giữ gìn phẩm chất, uy tín, danh dự của nhà giáo; tôn trọng, đối xử công bằng với người học; bảo vệ các quyền, lợi ích chính đáng của người học. 4. Học tập, rèn luyện để nâng cao phẩm chất đạo đức, trình độ chính trị, chuyên môn, nghiệp vụ, đổi mới phương pháp giảng dạy, nêu gương tốt cho người học.",115e68df,Luật Giáo Dục
Người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách có những trách nhiệm gì để đảm bảo an toàn cho hành khách?,"Người lái xe và nhân viên phục vụ trên xe ô tô vận tải hành khách có các trách nhiệm sau: 1. Kiểm tra các điều kiện bảo đảm an toàn của xe trước khi khởi hành. 2. Có thái độ văn minh, lịch sự, hướng dẫn hành khách ngồi đúng nơi quy định. 3. Kiểm tra việc sắp xếp, chằng buộc hành lý, hàng hóa bảo đảm an toàn. 4. Có biện pháp bảo vệ tính mạng, sức khỏe, tài sản của hành khách đi xe, giữ gìn trật tự, vệ sinh trong xe. 5. Đóng cửa lên xuống của xe trước và trong khi xe chạy.",9004be5b,Luật Giao Thông Đường Bộ
Những loại xe nào được ưu tiên đi trước khi qua đường giao nhau?,"Theo Luật Giao Thông Đường Bộ, các loại xe được ưu tiên đi trước khi qua đường giao nhau bao gồm: xe chữa cháy đi làm nhiệm vụ; xe quân sự, xe công an đi làm nhiệm vụ khẩn cấp, đoàn xe có xe cảnh sát dẫn đường; xe cứu thương đang thực hiện nhiệm vụ cấp cứu; xe hộ đê, xe đi làm nhiệm vụ khắc phục sự cố thiên tai, dịch bệnh hoặc xe đi làm nhiệm vụ trong tình trạng khẩn cấp theo quy định của pháp luật; và đoàn xe tang.",c0f9feda,Luật Giao Thông Đường Bộ
Luật Giao Thông Đường Bộ hiện tại có hiệu lực từ khi nào và thay thế luật nào?,Luật Giao Thông Đường Bộ hiện tại có hiệu lực thi hành từ ngày 01 tháng 7 năm 2009 và thay thế Luật giao thông đường bộ ngày 29 tháng 6 năm 2001.,0c561b01,Luật Giao Thông Đường Bộ
Vợ và chồng có quyền bình đẳng như thế nào trong việc quản lý tài sản chung?,"Vợ và chồng bình đẳng với nhau về quyền, nghĩa vụ trong việc tạo lập, chiếm hữu, sử dụng, định đoạt tài sản chung; không phân biệt giữa lao động trong gia đình và lao động có thu nhập.",65242f61,Luật Hôn Nhân Và Gia Đình
Ai là đối tượng được hưởng chế độ cử tuyển theo Luật Giáo Dục?,"Đối tượng được hưởng chế độ cử tuyển bao gồm học sinh là người dân tộc thiểu số rất ít người; học sinh là người dân tộc thiểu số ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn chưa có hoặc có rất ít cán bộ, công chức, viên chức là người dân tộc thiểu số.",f1594d18,Luật Giáo Dục
Cơ sở giáo dục có trách nhiệm gì trong hoạt động khoa học và công nghệ theo Luật Giáo Dục?,"Theo Luật Giáo Dục, hoạt động khoa học và công nghệ là một nhiệm vụ của cơ sở giáo dục. Cơ sở giáo dục có thể tự triển khai hoặc phối hợp với tổ chức khoa học và công nghệ, cơ sở sản xuất, kinh doanh, dịch vụ trong việc đào tạo, nghiên cứu khoa học và chuyển giao công nghệ, phục vụ phát triển kinh tế - xã hội.",3f0e7c5a,Luật Giáo Dục
Cha mẹ có những nghĩa vụ và quyền gì trong việc giáo dục con theo Luật Hôn Nhân và Gia Đình?,"Cha mẹ có nghĩa vụ và quyền giáo dục con, chăm lo và tạo điều kiện cho con học tập. Họ cần tạo điều kiện cho con được sống trong môi trường gia đình đầm ấm, hòa thuận; làm gương tốt cho con về mọi mặt; phối hợp chặt chẽ với nhà trường, cơ quan, tổ chức trong việc giáo dục con. Ngoài ra, cha mẹ còn hướng dẫn con chọn nghề và tôn trọng quyền chọn nghề, quyền tham gia hoạt động chính trị, kinh tế, văn hóa, xã hội của con.",39207ac4,Luật Hôn Nhân Và Gia Đình
Xe thô sơ cần đáp ứng những điều kiện gì khi tham gia giao thông?,"Khi tham gia giao thông, xe thô sơ phải bảo đảm điều kiện an toàn giao thông đường bộ. Ủy ban nhân dân cấp tỉnh sẽ quy định cụ thể điều kiện và phạm vi hoạt động của xe thô sơ tại địa phương mình.",9d610d76,Luật Giao Thông Đường Bộ
Tài sản chung của vợ chồng bao gồm những gì theo Luật Hôn Nhân và Gia Đình?,"Tài sản chung của vợ chồng bao gồm tài sản do vợ, chồng tạo ra, thu nhập từ lao động, hoạt động sản xuất, kinh doanh, hoa lợi, lợi tức phát sinh từ tài sản riêng và thu nhập hợp pháp khác trong thời kỳ hôn nhân. Ngoài ra, tài sản mà vợ chồng được thừa kế chung, được tặng cho chung, và tài sản khác mà vợ chồng thỏa thuận là tài sản chung cũng thuộc tài sản chung. Quyền sử dụng đất mà vợ, chồng có được sau khi kết hôn cũng là tài sản chung, trừ trường hợp được thừa kế riêng, được tặng cho riêng hoặc có được thông qua giao dịch bằng tài sản riêng.",88ef4181,Luật Hôn Nhân Và Gia Đình
"Cha dượng, mẹ kế có quyền và nghĩa vụ gì đối với con riêng của vợ hoặc chồng mình?","Cha dượng, mẹ kế có quyền và nghĩa vụ trông nom, nuôi dưỡng, chăm sóc, giáo dục con riêng của bên kia cùng sống chung với mình theo quy định tại các điều 69, 71 và 72 của Luật Hôn Nhân Và Gia Đình.",f523c4e4,Luật Hôn Nhân Và Gia Đình
Hệ thống giáo dục quốc dân Việt Nam bao gồm những cấp học và trình độ đào tạo nào?,"Hệ thống giáo dục quốc dân bao gồm các cấp học và trình độ đào tạo sau: giáo dục mầm non (gồm giáo dục nhà trẻ và giáo dục mẫu giáo), giáo dục phổ thông (gồm giáo dục tiểu học, giáo dục trung học cơ sở và giáo dục trung học phổ thông), giáo dục nghề nghiệp (đào tạo trình độ sơ cấp, trung cấp, cao đẳng và các chương trình đào tạo nghề nghiệp khác), và giáo dục đại học (đào tạo trình độ đại học, thạc sĩ và tiến sĩ).",f01c46b4,Luật Giáo Dục
Trong trường hợp nào chồng không có quyền yêu cầu ly hôn?,"Chồng không có quyền yêu cầu ly hôn trong trường hợp vợ đang có thai, sinh con hoặc đang nuôi con dưới 12 tháng tuổi.",7ad757e4,Luật Hôn Nhân Và Gia Đình
Ai là cơ quan chịu trách nhiệm chính trong việc quản lý nhà nước về giao thông đường bộ?,Bộ Giao thông vận tải chịu trách nhiệm trước Chính phủ thực hiện quản lý nhà nước về giao thông đường bộ. Bộ Công an và Bộ Quốc phòng cũng thực hiện các nhiệm vụ quản lý nhà nước về giao thông đường bộ theo quy định của Luật này và các quy định khác của pháp luật có liên quan.,f7febb2b,Luật Giao Thông Đường Bộ
"Đoàn thể, tổ chức xã hội trong nhà trường có trách nhiệm gì theo Luật Giáo Dục?","Đoàn thể, tổ chức xã hội trong nhà trường có trách nhiệm góp phần thực hiện mục tiêu giáo dục và hoạt động theo quy định của pháp luật.",6dab4f3e,Luật Giáo Dục
Hướng nghiệp trong giáo dục là gì và nó có vai trò như thế nào đối với học sinh?,"Hướng nghiệp trong giáo dục là hệ thống các biện pháp tiến hành trong và ngoài cơ sở giáo dục để giúp học sinh có kiến thức về nghề nghiệp, khả năng lựa chọn nghề nghiệp trên cơ sở kết hợp nguyện vọng, sở trường của cá nhân với nhu cầu sử dụng lao động của xã hội.",a8c67f16,Luật Giáo Dục
Người kinh doanh vận tải hàng hóa có quyền gì khi người thuê vận tải không giao hàng theo thỏa thuận trong hợp đồng?,Người kinh doanh vận tải hàng hóa có quyền từ chối vận chuyển nếu người thuê vận tải không giao hàng hóa theo thỏa thuận trong hợp đồng.,e2799572,Luật Giao Thông Đường Bộ
Nhà nước có trách nhiệm gì trong việc quản lý và bảo trì kết cấu hạ tầng giao thông đường bộ?,"Nhà nước có trách nhiệm tổ chức quản lý, bảo trì, bảo vệ kết cấu hạ tầng giao thông đường bộ, bao gồm việc xây dựng quy hoạch, kế hoạch và chính sách phát triển giao thông đường bộ, cũng như thực hiện các chương trình quốc gia về an toàn giao thông đường bộ.",d2166e14,Luật Giao Thông Đường Bộ
Nhà nước có khuyến khích việc hòa giải khi vợ chồng có yêu cầu ly hôn không?,"Nhà nước và xã hội khuyến khích việc hòa giải ở cơ sở khi vợ, chồng có yêu cầu ly hôn. Việc hòa giải được thực hiện theo quy định của pháp luật về hòa giải ở cơ sở.",3f2a4a4d,Luật Hôn Nhân Và Gia Đình
Khi nào một xe ô tô được phép kéo theo một xe ô tô hoặc xe máy chuyên dùng khác?,"Một xe ô tô chỉ được kéo theo một xe ô tô hoặc xe máy chuyên dùng khác khi xe này không tự chạy được và phải bảo đảm các quy định sau: xe được kéo phải có người điều khiển và hệ thống lái của xe đó phải còn hiệu lực; việc nối xe kéo với xe được kéo phải bảo đảm chắc chắn, an toàn; phía trước của xe kéo và phía sau của xe được kéo phải có biển báo hiệu.",d638a752,Luật Giao Thông Đường Bộ
Luật Hôn Nhân Và Gia Đình điều chỉnh những vấn đề gì?,"Luật này quy định chế độ hôn nhân và gia đình; chuẩn mực pháp lý cho cách ứng xử giữa các thành viên gia đình; trách nhiệm của cá nhân, tổ chức, Nhà nước và xã hội trong việc xây dựng, củng cố chế độ hôn nhân và gia đình.",424554a8,Luật Hôn Nhân Và Gia Đình
Điều kiện để một cặp vợ chồng được nhờ người mang thai hộ vì mục đích nhân đạo là gì?,"Vợ chồng có quyền nhờ người mang thai hộ khi có đủ các điều kiện sau: 1) Có xác nhận của tổ chức y tế có thẩm quyền về việc người vợ không thể mang thai và sinh con ngay cả khi áp dụng kỹ thuật hỗ trợ sinh sản; 2) Vợ chồng đang không có con chung; 3) Đã được tư vấn về y tế, pháp lý, tâm lý.",04868edf,Luật Hôn Nhân Và Gia Đình
Cha mẹ có quyền tự mình thực hiện giao dịch tài sản của con chưa thành niên không?,"Cha hoặc mẹ có quyền tự mình thực hiện giao dịch nhằm đáp ứng nhu cầu thiết yếu của con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự hoặc không có khả năng lao động và không có tài sản để tự nuôi mình. Tuy nhiên, đối với giao dịch liên quan đến tài sản là bất động sản, động sản có đăng ký quyền sở hữu, quyền sử dụng, tài sản đưa vào kinh doanh của con chưa thành niên, con đã thành niên mất năng lực hành vi dân sự thì phải có sự thỏa thuận của cha mẹ.",dc292a9c,Luật Hôn Nhân Và Gia Đình
"Vợ chồng có nghĩa vụ gì đối với quyền tự do tín ngưỡng, tôn giáo của nhau theo Luật Hôn Nhân và Gia Đình?","Vợ, chồng có nghĩa vụ tôn trọng quyền tự do tín ngưỡng, tôn giáo của nhau.",c8a7e8e1,Luật Hôn Nhân Và Gia Đình
Tài sản nào được coi là tài sản riêng của vợ hoặc chồng theo Luật Hôn Nhân Và Gia Đình?,"Tài sản riêng của vợ, chồng gồm tài sản mà mỗi người có trước khi kết hôn; tài sản được thừa kế riêng, được tặng cho riêng trong thời kỳ hôn nhân; tài sản được chia riêng cho vợ, chồng theo quy định tại các điều 38, 39 và 40 của Luật này; tài sản phục vụ nhu cầu thiết yếu của vợ, chồng và tài sản khác mà theo quy định của pháp luật thuộc sở hữu riêng của vợ, chồng.",48bc6ff9,Luật Hôn Nhân Và Gia Đình
